Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-19T23:52:00Z,-300,1579477920000,1.001093,3.571535,31.505357,0,0,0,true
2020-01-19T23:53:00Z,-300,1579477980000,0.987572,3.564614,31.479667,0,0,0,true
2020-01-19T23:54:00Z,-300,1579478040000,0.957666,3.555043,31.421700,0,0,0,true
2020-01-19T23:55:00Z,-300,1579478100000,0.987464,3.575621,31.380733,0,0,0,true
2020-01-19T23:56:00Z,-300,1579478160000,1.001637,3.588687,31.449767,0,0,0,true
2020-01-19T23:57:00Z,-300,1579478220000,1.074572,3.585131,31.434250,0,0,0,true
2020-01-19T23:58:00Z,-300,1579478280000,1.067442,3.576370,31.389833,0,0,0,true
2020-01-19T23:59:00Z,-300,1579478340000,1.039464,3.569886,31.346500,0,0,0,true
2020-01-20T00:00:00Z,-300,1579478400000,1.056531,3.565466,31.306050,0,0,0,true
2020-01-20T00:01:00Z,-300,1579478460000,1.047409,3.559091,31.226333,0,0,0,true
2020-01-20T00:02:00Z,-300,1579478520000,0.985851,3.561720,31.186900,0,0,0,true
2020-01-20T00:03:00Z,-300,1579478580000,0.979346,3.564426,31.177633,0,0,0,true
2020-01-20T00:04:00Z,-300,1579478640000,0.993354,3.570795,31.252767,0,0,0,true
2020-01-20T00:05:00Z,-300,1579478700000,0.998068,3.573652,31.290900,0,0,0,true
2020-01-20T00:06:00Z,-300,1579478760000,0.981902,3.576548,31.322117,0,0,0,true
2020-01-20T00:07:00Z,-300,1579478820000,0.990911,3.598190,31.423450,0,0,0,true
2020-01-20T00:08:00Z,-300,1579478880000,1.021648,3.602711,31.460783,0,0,0,true
2020-01-20T00:09:00Z,-300,1579478940000,0.996581,3.599815,31.467467,0,0,0,true
2020-01-20T00:10:00Z,-300,1579479000000,0.993777,3.600458,31.457833,0,0,0,true
2020-01-20T00:11:00Z,-300,1579479060000,1.080503,3.613347,31.537733,0,0,0,true
2020-01-20T00:12:00Z,-300,1579479120000,1.022083,3.609919,31.566333,0,0,0,true
2020-01-20T00:13:00Z,-300,1579479180000,0.999943,3.615210,31.625500,0,0,0,true
2020-01-20T00:14:00Z,-300,1579479240000,0.987656,3.621579,31.667000,0,0,0,true
2020-01-20T00:15:00Z,-300,1579479300000,0.984524,3.632361,31.761100,0,0,0,true
2020-01-20T00:16:00Z,-300,1579479360000,1.081251,3.650878,31.938183,0,0,0,true
2020-01-20T00:17:00Z,-300,1579479420000,0.982966,3.657080,31.991400,0,0,0,true
2020-01-20T00:18:00Z,-300,1579479480000,0.981436,3.657006,31.961067,0,0,0,true
2020-01-20T00:19:00Z,-300,1579479540000,0.992714,3.664044,32.000933,0,0,0,true
2020-01-20T00:20:00Z,-300,1579479600000,1.008857,3.674104,32.089767,0,0,0,true
2020-01-20T00:21:00Z,-300,1579479660000,1.100521,3.820899,32.171667,0,0,0,true
2020-01-20T00:22:00Z,-300,1579479720000,1.022975,4.078196,32.207200,0,0,0,true
2020-01-20T00:23:00Z,-300,1579479780000,1.001043,4.095259,32.232333,0,0,0,true
2020-01-20T00:24:00Z,-300,1579479840000,0.966717,3.980538,32.206767,0,0,0,true
2020-01-20T00:25:00Z,-300,1579479900000,0.987436,3.909807,32.233200,0,0,0,true
2020-01-20T00:26:00Z,-300,1579479960000,1.037758,3.880842,32.225400,0,0,0,true
2020-01-20T00:27:00Z,-300,1579480020000,1.024767,3.857380,32.176433,0,0,0,true
2020-01-20T00:28:00Z,-300,1579480080000,1.054412,3.837680,32.165167,0,0,0,true
2020-01-20T00:29:00Z,-300,1579480140000,0.978501,3.820026,32.136567,0,0,0,true
2020-01-20T00:30:00Z,-300,1579480200000,0.990633,3.809092,32.096267,0,0,0,true
2020-01-20T00:31:00Z,-300,1579480260000,1.098333,3.800411,32.076333,14,0,0,true
2020-01-20T00:32:00Z,-300,1579480320000,0.985066,3.787474,32.038633,0,0,0,true
2020-01-20T00:33:00Z,-300,1579480380000,1.045400,3.778717,32.036033,0,0,0,true
2020-01-20T00:34:00Z,-300,1579480440000,1.054084,3.765775,31.989233,0,0,0,true
2020-01-20T00:35:00Z,-300,1579480500000,1.053928,3.752518,31.947967,0,0,0,true
2020-01-20T00:36:00Z,-300,1579480560000,1.006263,3.745875,31.899467,0,0,0,true
2020-01-20T00:37:00Z,-300,1579480620000,0.997064,3.714151,31.876867,0,0,0,true
2020-01-20T00:38:00Z,-300,1579480680000,1.027757,3.693959,31.830067,0,0,0,true
2020-01-20T00:39:00Z,-300,1579480740000,0.999389,3.693717,31.859967,0,0,0,true
2020-01-20T00:40:00Z,-300,1579480800000,0.997925,3.695685,31.834833,0,0,0,true
2020-01-20T00:41:00Z,-300,1579480860000,0.982582,3.687457,31.779483,0,0,0,true
2020-01-20T00:42:00Z,-300,1579480920000,1.046282,3.725665,31.666567,0,0,0,true
2020-01-20T00:43:00Z,-300,1579480980000,1.022256,3.722198,31.530000,0,0,0,true
2020-01-20T00:44:00Z,-300,1579481040000,0.977710,3.691292,31.402217,0,0,0,true
2020-01-20T00:45:00Z,-300,1579481100000,0.966772,3.667025,31.326017,0,0,0,true
2020-01-20T00:46:00Z,-300,1579481160000,1.023519,3.657691,31.299850,11,35,0,true
2020-01-20T00:47:00Z,-300,1579481220000,1.007366,3.611035,31.262300,14,44,0,true
2020-01-20T00:48:00Z,-300,1579481280000,1.019195,3.599067,31.139350,17,0,0,true
2020-01-20T00:49:00Z,-300,1579481340000,1.018887,3.602439,31.092800,21,30,0,true
2020-01-20T00:50:00Z,-300,1579481400000,1.000244,3.578690,30.971650,0,0,0,true
2020-01-20T00:51:00Z,-300,1579481460000,1.032386,3.584788,30.897433,14,35,0,true
2020-01-20T00:52:00Z,-300,1579481520000,1.059366,3.570574,30.856633,25,0,0,true
2020-01-20T00:53:00Z,-300,1579481580000,1.052736,3.566489,30.752200,14,0,0,true
2020-01-20T00:54:00Z,-300,1579481640000,0.977964,3.556589,30.683350,0,0,0,true
2020-01-20T00:55:00Z,-300,1579481700000,0.983691,3.553257,30.601517,0,0,0,true
2020-01-20T00:56:00Z,-300,1579481760000,0.980249,3.581125,30.711600,0,0,0,true
2020-01-20T00:57:00Z,-300,1579481820000,0.986027,3.595003,30.836100,0,0,0,true
2020-01-20T00:58:00Z,-300,1579481880000,0.995148,3.588920,30.746367,0,0,0,true
2020-01-20T00:59:00Z,-300,1579481940000,0.972862,3.585817,30.693517,0,0,0,true
2020-01-20T01:00:00Z,-300,1579482000000,0.965376,3.597211,30.731833,0,0,0,true
2020-01-20T01:01:00Z,-300,1579482060000,0.974706,3.607977,30.770300,0,0,0,true
2020-01-20T01:02:00Z,-300,1579482120000,1.011143,3.609503,30.745583,11,0,0,true
2020-01-20T01:03:00Z,-300,1579482180000,1.010122,3.618551,30.841167,0,0,0,true
2020-01-20T01:04:00Z,-300,1579482240000,1.011009,3.619712,30.850867,0,0,0,true
2020-01-20T01:05:00Z,-300,1579482300000,0.996150,3.607241,30.709300,0,0,0,true
2020-01-20T01:06:00Z,-300,1579482360000,1.004575,3.569404,30.728783,0,0,0,true
2020-01-20T01:07:00Z,-300,1579482420000,1.016827,3.571661,30.797617,15,23,0,true
2020-01-20T01:08:00Z,-300,1579482480000,1.019020,3.551565,30.810017,0,0,0,true
2020-01-20T01:09:00Z,-300,1579482540000,1.034492,3.548196,30.808367,0,0,0,true
2020-01-20T01:10:00Z,-300,1579482600000,0.992760,3.550098,30.822483,0,0,0,true
2020-01-20T01:11:00Z,-300,1579482660000,0.981277,3.553375,30.846133,0,0,0,true
2020-01-20T01:12:00Z,-300,1579482720000,0.976964,3.558572,30.872650,0,0,0,true
2020-01-20T01:13:00Z,-300,1579482780000,1.017318,3.563234,30.839700,0,0,0,true
2020-01-20T01:14:00Z,-300,1579482840000,0.968557,3.559909,30.783967,0,0,0,true
2020-01-20T01:15:00Z,-300,1579482900000,1.027799,3.581824,30.778683,0,0,0,true
2020-01-20T01:16:00Z,-300,1579482960000,1.050398,3.570704,30.572450,0,0,0,true
2020-01-20T01:17:00Z,-300,1579483020000,1.049498,3.584763,30.514200,0,0,0,true
2020-01-20T01:18:00Z,-300,1579483080000,1.090583,3.602696,30.531000,0,0,0,true
2020-01-20T01:19:00Z,-300,1579483140000,1.062730,3.574820,30.442967,0,0,0,true
2020-01-20T01:20:00Z,-300,1579483200000,1.002866,3.578322,30.324367,0,0,0,true
2020-01-20T01:21:00Z,-300,1579483260000,0.988571,3.561831,30.179350,0,0,0,true
2020-01-20T01:22:00Z,-300,1579483320000,1.104465,3.534775,30.167517,0,0,0,true
2020-01-20T01:23:00Z,-300,1579483380000,1.045913,3.546962,30.152267,0,0,0,true
2020-01-20T01:24:00Z,-300,1579483440000,0.937459,3.545766,30.122667,0,0,0,true
2020-01-20T01:25:00Z,-300,1579483500000,0.931802,3.551919,30.176383,0,0,0,true
2020-01-20T01:26:00Z,-300,1579483560000,0.927968,3.559233,30.238233,0,0,0,true
2020-01-20T01:27:00Z,-300,1579483620000,0.954707,3.473002,30.297733,0,0,0,true
2020-01-20T01:28:00Z,-300,1579483680000,0.961416,3.480775,30.293100,0,0,0,true
2020-01-20T01:29:00Z,-300,1579483740000,0.982500,3.413747,30.349067,0,0,0,true
2020-01-20T01:30:00Z,-300,1579483800000,1.050999,3.468064,30.293283,16,45,0,true
2020-01-20T01:31:00Z,-300,1579483860000,1.092952,3.480987,30.246400,0,0,0,true
2020-01-20T01:32:00Z,-300,1579483920000,1.079523,3.492349,30.211767,0,0,0,true
2020-01-20T01:33:00Z,-300,1579483980000,1.023367,3.504679,30.094800,0,0,0,true
2020-01-20T01:34:00Z,-300,1579484040000,1.055736,3.517161,30.063350,0,0,0,true
2020-01-20T01:35:00Z,-300,1579484100000,0.968277,3.538623,29.823583,0,0,0,true
2020-01-20T01:36:00Z,-300,1579484160000,1.094700,3.546494,29.715350,0,0,0,true
2020-01-20T01:37:00Z,-300,1579484220000,1.023128,3.558787,29.703650,0,0,0,true
2020-01-20T01:38:00Z,-300,1579484280000,1.096633,3.546338,29.727050,0,0,0,true
2020-01-20T01:39:00Z,-300,1579484340000,1.063454,3.546773,29.727500,0,0,0,true
2020-01-20T01:40:00Z,-300,1579484400000,1.026509,3.554355,29.691950,0,0,0,true
2020-01-20T01:41:00Z,-300,1579484460000,1.001258,3.564752,29.762933,0,0,0,true
2020-01-20T01:42:00Z,-300,1579484520000,0.989532,3.577009,29.829400,0,0,0,true
2020-01-20T01:43:00Z,-300,1579484580000,0.969942,3.574961,29.727900,0,0,0,true
2020-01-20T01:44:00Z,-300,1579484640000,0.989443,3.590039,29.827550,0,0,0,true
2020-01-20T01:45:00Z,-300,1579484700000,0.965604,3.611533,29.938164,0,0,0,true
2020-01-20T01:46:00Z,-300,1579484760000,0.954031,3.600712,29.911525,0,0,0,true
2020-01-20T01:47:00Z,-300,1579484820000,0.958287,3.567352,29.858833,0,0,0,true
2020-01-20T01:48:00Z,-300,1579484880000,0.987960,3.536041,29.896016,0,0,0,true
2020-01-20T01:49:00Z,-300,1579484940000,1.103190,3.571136,30.034533,0,0,0,true
2020-01-20T01:50:00Z,-300,1579485000000,0.991011,3.574399,30.037339,0,0,0,true
2020-01-20T01:51:00Z,-300,1579485060000,0.960342,3.569224,29.969869,0,0,0,true
2020-01-20T01:52:00Z,-300,1579485120000,0.962758,3.580888,29.929517,0,0,0,true
2020-01-20T01:53:00Z,-300,1579485180000,0.980763,3.600162,30.032917,0,0,0,true
2020-01-20T01:54:00Z,-300,1579485240000,1.063899,3.602120,30.037683,0,0,0,true
2020-01-20T01:55:00Z,-300,1579485300000,1.067044,3.605784,29.996133,17,32,0,true
2020-01-20T01:56:00Z,-300,1579485360000,1.045722,3.610711,29.964133,13,21,0,true
2020-01-20T01:57:00Z,-300,1579485420000,1.012817,3.554454,29.882883,0,0,0,true
2020-01-20T01:58:00Z,-300,1579485480000,1.088152,3.452345,29.717133,0,0,0,true
2020-01-20T01:59:00Z,-300,1579485540000,1.016689,3.477446,29.662233,0,0,0,true
2020-01-20T02:00:00Z,-300,1579485600000,1.103472,3.494409,29.617800,0,0,0,true
2020-01-20T02:01:00Z,-300,1579485660000,1.100427,3.507807,29.659100,0,0,0,true
2020-01-20T02:02:00Z,-300,1579485720000,0.972102,3.503402,29.698267,0,0,0,true
2020-01-20T02:03:00Z,-300,1579485780000,0.954964,3.513315,29.659700,0,0,0,true
2020-01-20T02:04:00Z,-300,1579485840000,0.977089,3.526590,29.689700,0,0,0,true
2020-01-20T02:05:00Z,-300,1579485900000,1.081742,3.564873,29.797767,0,0,0,true
2020-01-20T02:06:00Z,-300,1579485960000,0.951964,3.557626,29.660950,0,0,0,true
2020-01-20T02:07:00Z,-300,1579486020000,0.958761,3.558591,29.574033,0,0,0,true
2020-01-20T02:08:00Z,-300,1579486080000,0.991968,3.573797,29.728100,0,0,0,true
2020-01-20T02:09:00Z,-300,1579486140000,0.987787,3.560885,29.713050,0,0,0,true
2020-01-20T02:10:00Z,-300,1579486200000,1.021539,3.557012,29.557700,0,0,0,true
2020-01-20T02:11:00Z,-300,1579486260000,1.097000,3.548494,29.544550,0,0,0,true
