Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-17T23:48:00Z,-300,1579304880000,1.063262,0.541921,30.155257,0,0,0,true
2020-01-17T23:49:00Z,-300,1579304940000,1.005967,0.539037,29.979900,0,0,0,true
2020-01-17T23:50:00Z,-300,1579305000000,1.045804,0.535254,29.713417,0,0,0,true
2020-01-17T23:51:00Z,-300,1579305060000,1.017389,0.532977,29.416833,0,0,0,true
2020-01-17T23:52:00Z,-300,1579305120000,1.030430,0.532688,29.275200,0,0,0,true
2020-01-17T23:53:00Z,-300,1579305180000,0.995176,0.541594,29.467100,0,0,0,true
2020-01-17T23:54:00Z,-300,1579305240000,1.066957,0.548665,29.847550,0,0,0,true
2020-01-17T23:55:00Z,-300,1579305300000,1.076301,0.547429,30.069133,0,0,0,true
2020-01-17T23:56:00Z,-300,1579305360000,1.507012,0.546359,30.031567,0,0,0,true
2020-01-17T23:57:00Z,-300,1579305420000,1.054288,0.549018,30.099300,0,0,0,true
2020-01-17T23:58:00Z,-300,1579305480000,1.064951,0.545432,29.960050,0,0,0,true
2020-01-17T23:59:00Z,-300,1579305540000,1.079222,0.547968,29.958383,0,0,0,true
2020-01-18T00:00:00Z,-300,1579305600000,1.072587,0.546441,29.857083,0,0,0,true
2020-01-18T00:01:00Z,-300,1579305660000,1.034526,0.547850,29.884683,0,0,0,true
2020-01-18T00:02:00Z,-300,1579305720000,1.045468,0.550029,29.879133,0,0,0,true
2020-01-18T00:03:00Z,-300,1579305780000,1.050561,0.550536,29.847900,0,0,0,true
2020-01-18T00:04:00Z,-300,1579305840000,1.033248,0.551827,29.923533,14,39,0,true
2020-01-18T00:05:00Z,-300,1579305900000,1.077907,0.551256,29.836100,0,0,0,true
2020-01-18T00:06:00Z,-300,1579305960000,1.054760,0.554277,29.863700,0,0,0,true
2020-01-18T00:07:00Z,-300,1579306020000,1.046164,0.555532,29.863717,19,39,0,true
2020-01-18T00:08:00Z,-300,1579306080000,1.029708,0.559266,29.869050,0,0,0,true
2020-01-18T00:09:00Z,-300,1579306140000,1.017421,0.559207,29.825333,0,0,0,true
2020-01-18T00:10:00Z,-300,1579306200000,1.054528,0.553952,29.859300,32,39,0,true
2020-01-18T00:11:00Z,-300,1579306260000,1.041662,0.559422,29.985083,15,39,0,true
2020-01-18T00:12:00Z,-300,1579306320000,1.016929,0.562685,29.997200,0,0,0,true
2020-01-18T00:13:00Z,-300,1579306380000,1.017722,0.565360,29.986183,10,29,0,true
2020-01-18T00:14:00Z,-300,1579306440000,0.998458,0.565500,29.955767,0,0,0,true
2020-01-18T00:15:00Z,-300,1579306500000,0.995109,0.566885,29.890217,18,39,0,true
2020-01-18T00:16:00Z,-300,1579306560000,1.027668,0.567684,29.846017,20,41,0,true
2020-01-18T00:17:00Z,-300,1579306620000,1.079119,0.566810,29.831783,28,39,0,true
2020-01-18T00:18:00Z,-300,1579306680000,1.072538,0.567188,29.771517,29,38,0,true
2020-01-18T00:19:00Z,-300,1579306740000,1.076812,0.564705,29.686767,17,38,0,true
2020-01-18T00:20:00Z,-300,1579306800000,1.074449,0.567838,29.684167,15,38,0,true
2020-01-18T00:21:00Z,-300,1579306860000,1.078569,0.571531,29.725500,18,38,0,true
2020-01-18T00:22:00Z,-300,1579306920000,1.070987,0.573920,29.798500,0,0,0,true
2020-01-18T00:23:00Z,-300,1579306980000,1.024599,0.575001,29.859767,0,0,0,true
2020-01-18T00:24:00Z,-300,1579307040000,1.063088,0.578334,29.979167,0,0,0,true
2020-01-18T00:25:00Z,-300,1579307100000,1.060805,0.580211,30.120683,37,40,0,true
