Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-20T23:42:00Z,-300,1579563720000,1.094072,0.971045,30.446600,0,0,0,true
2020-01-20T23:43:00Z,-300,1579563780000,1.034046,0.978339,30.488583,0,0,0,true
2020-01-20T23:44:00Z,-300,1579563840000,1.028438,0.994624,30.546100,0,0,0,true
2020-01-20T23:45:00Z,-300,1579563900000,1.061292,1.002401,30.596750,0,0,0,true
2020-01-20T23:46:00Z,-300,1579563960000,1.124304,1.012106,30.650550,0,0,0,true
2020-01-20T23:47:00Z,-300,1579564020000,1.125327,1.013473,30.596567,0,0,0,true
2020-01-20T23:48:00Z,-300,1579564080000,1.041622,1.000119,30.386483,0,0,0,true
2020-01-20T23:49:00Z,-300,1579564140000,1.022951,0.988881,30.218467,0,0,0,true
2020-01-20T23:50:00Z,-300,1579564200000,1.047595,1.004969,30.133650,0,0,0,true
2020-01-20T23:51:00Z,-300,1579564260000,1.137036,0.994414,30.077217,0,0,0,true
2020-01-20T23:52:00Z,-300,1579564320000,1.026886,0.991887,30.086683,0,0,0,true
2020-01-20T23:53:00Z,-300,1579564380000,1.096669,0.991137,30.108567,0,0,0,true
2020-01-20T23:54:00Z,-300,1579564440000,1.257916,1.004961,30.128300,0,0,0,true
2020-01-20T23:55:00Z,-300,1579564500000,1.076775,1.021281,30.165067,0,0,0,true
2020-01-20T23:56:00Z,-300,1579564560000,1.043441,1.024673,30.177333,0,0,0,true
2020-01-20T23:57:00Z,-300,1579564620000,1.067494,0.983851,30.217000,0,0,0,true
2020-01-20T23:58:00Z,-300,1579564680000,1.021093,0.983438,30.185167,0,0,0,true
2020-01-20T23:59:00Z,-300,1579564740000,1.026209,0.984330,30.098783,0,0,0,true
2020-01-21T00:00:00Z,-300,1579564800000,1.030441,0.986668,30.066483,0,0,0,true
2020-01-21T00:01:00Z,-300,1579564860000,0.988191,1.006382,30.108567,18,27,0,true
2020-01-21T00:02:00Z,-300,1579564920000,0.979994,1.016344,30.152600,0,0,0,true
2020-01-21T00:03:00Z,-300,1579564980000,0.970423,1.022075,30.210600,0,0,0,true
2020-01-21T00:04:00Z,-300,1579565040000,0.960669,1.032125,30.200950,0,0,0,true
2020-01-21T00:05:00Z,-300,1579565100000,0.981585,1.032949,30.217650,0,0,0,true
2020-01-21T00:06:00Z,-300,1579565160000,1.008254,1.032098,30.130117,0,0,0,true
2020-01-21T00:07:00Z,-300,1579565220000,0.973675,1.041229,30.086017,0,0,0,true
2020-01-21T00:08:00Z,-300,1579565280000,0.967759,1.049932,30.150900,0,0,0,true
2020-01-21T00:09:00Z,-300,1579565340000,0.946717,1.056106,30.193867,0,0,0,true
2020-01-21T00:10:00Z,-300,1579565400000,1.041212,1.044447,29.985400,0,0,0,true
2020-01-21T00:11:00Z,-300,1579565460000,0.964958,1.044541,29.684633,0,0,0,true
2020-01-21T00:12:00Z,-300,1579565520000,0.939470,1.045846,29.747400,0,0,0,true
2020-01-21T00:13:00Z,-300,1579565580000,0.941263,1.053160,29.912300,0,0,0,true
2020-01-21T00:14:00Z,-300,1579565640000,0.945993,1.059705,30.099617,0,0,0,true
2020-01-21T00:15:00Z,-300,1579565700000,0.954747,1.063812,30.140650,0,0,0,true
2020-01-21T00:16:00Z,-300,1579565760000,1.009220,1.051810,29.891983,0,0,0,true
2020-01-21T00:17:00Z,-300,1579565820000,1.042841,1.042708,29.586633,0,0,0,true
2020-01-21T00:18:00Z,-300,1579565880000,0.962286,1.049657,29.631533,20,0,0,true
2020-01-21T00:19:00Z,-300,1579565940000,0.983961,1.055403,29.724133,12,0,0,true
2020-01-21T00:20:00Z,-300,1579566000000,1.044054,1.063488,29.838267,34,36,0,true
2020-01-21T00:21:00Z,-300,1579566060000,1.042302,1.097871,30.079750,30,24,0,true
2020-01-21T00:22:00Z,-300,1579566120000,1.058291,1.021585,30.190867,35,40,0,true
2020-01-21T00:23:00Z,-300,1579566180000,1.110013,1.044941,30.244067,42,40,0,true
2020-01-21T00:24:00Z,-300,1579566240000,1.056395,1.047453,30.307917,10,41,0,true
2020-01-21T00:25:00Z,-300,1579566300000,1.067550,1.048886,30.365900,37,41,0,true
2020-01-21T00:26:00Z,-300,1579566360000,1.046747,1.052579,30.253150,23,40,0,true
2020-01-21T00:27:00Z,-300,1579566420000,1.077600,1.056804,30.187800,26,40,0,true
2020-01-21T00:28:00Z,-300,1579566480000,1.088611,1.060508,30.173850,48,40,0,true
2020-01-21T00:29:00Z,-300,1579566540000,1.058958,1.067450,30.186017,34,40,0,true
2020-01-21T00:30:00Z,-300,1579566600000,1.054672,1.070601,30.161000,18,41,0,true
2020-01-21T00:31:00Z,-300,1579566660000,1.026543,1.074560,30.207483,0,0,0,true
2020-01-21T00:32:00Z,-300,1579566720000,1.027659,1.077796,30.263317,0,0,0,true
2020-01-21T00:33:00Z,-300,1579566780000,1.018484,1.083800,30.272950,0,0,0,true
2020-01-21T00:34:00Z,-300,1579566840000,0.994452,1.085643,30.316450,0,0,0,true
2020-01-21T00:35:00Z,-300,1579566900000,0.998973,1.094972,30.405517,10,40,0,true
2020-01-21T00:36:00Z,-300,1579566960000,0.995997,1.096112,30.485900,0,0,0,true
2020-01-21T00:37:00Z,-300,1579567020000,1.085323,1.093172,30.407633,0,0,0,true
2020-01-21T00:38:00Z,-300,1579567080000,1.078015,1.092040,30.209200,25,40,0,true
2020-01-21T00:39:00Z,-300,1579567140000,1.081072,1.101349,30.281817,38,40,0,true
2020-01-21T00:40:00Z,-300,1579567200000,1.071709,1.109389,30.438000,23,41,0,true
2020-01-21T00:41:00Z,-300,1579567260000,1.026850,1.119545,30.536783,0,0,0,true
2020-01-21T00:42:00Z,-300,1579567320000,1.047274,1.117958,30.518617,20,38,0,true
2020-01-21T00:43:00Z,-300,1579567380000,1.024728,1.124662,30.640133,25,39,0,true
2020-01-21T00:44:00Z,-300,1579567440000,1.061478,1.127668,30.673533,21,42,0,true
2020-01-21T00:45:00Z,-300,1579567500000,1.033376,1.088756,30.635567,16,42,0,true
2020-01-21T00:46:00Z,-300,1579567560000,1.008546,1.101584,30.636817,0,0,0,true
2020-01-21T00:47:00Z,-300,1579567620000,1.002219,1.101957,30.605117,0,0,0,true
2020-01-21T00:48:00Z,-300,1579567680000,0.994575,1.103112,30.559550,0,0,0,true
2020-01-21T00:49:00Z,-300,1579567740000,0.993941,1.109916,30.582183,0,0,0,true
2020-01-21T00:50:00Z,-300,1579567800000,0.982847,1.119954,30.650617,0,0,0,true
2020-01-21T00:51:00Z,-300,1579567860000,0.968346,1.132709,30.722517,0,0,0,true
2020-01-21T00:52:00Z,-300,1579567920000,0.960143,1.134589,30.774417,0,0,0,true
2020-01-21T00:53:00Z,-300,1579567980000,0.981170,1.139367,30.805500,0,0,0,true
2020-01-21T00:54:00Z,-300,1579568040000,0.981012,1.137791,30.835333,0,0,0,true
2020-01-21T00:55:00Z,-300,1579568100000,0.999990,1.146605,30.823050,0,0,0,true
2020-01-21T00:56:00Z,-300,1579568160000,1.005884,1.141746,30.838383,0,0,0,true
2020-01-21T00:57:00Z,-300,1579568220000,0.991369,1.142643,30.809683,0,0,0,true
2020-01-21T00:58:00Z,-300,1579568280000,0.975236,1.142913,30.792333,0,0,0,true
2020-01-21T00:59:00Z,-300,1579568340000,0.971974,1.145253,30.779250,0,0,0,true
2020-01-21T01:00:00Z,-300,1579568400000,0.931209,1.144984,30.754950,0,0,0,true
2020-01-21T01:01:00Z,-300,1579568460000,0.930914,1.144037,30.706200,0,0,0,true
2020-01-21T01:02:00Z,-300,1579568520000,0.946599,1.146218,30.758800,0,0,0,true
2020-01-21T01:03:00Z,-300,1579568580000,0.929271,1.152449,30.780083,0,0,0,true
2020-01-21T01:04:00Z,-300,1579568640000,0.911472,1.159257,30.771350,0,0,0,true
2020-01-21T01:05:00Z,-300,1579568700000,0.911042,1.163334,30.814517,0,0,0,true
2020-01-21T01:06:00Z,-300,1579568760000,1.001763,1.163958,30.875950,19,47,0,true
2020-01-21T01:07:00Z,-300,1579568820000,0.951616,1.170921,30.973383,0,0,0,true
2020-01-21T01:08:00Z,-300,1579568880000,0.994881,1.169031,30.968550,0,0,0,true
2020-01-21T01:09:00Z,-300,1579568940000,1.008537,1.165938,30.859683,0,0,0,true
2020-01-21T01:10:00Z,-300,1579569000000,0.993799,1.166809,30.788800,0,0,0,true
2020-01-21T01:11:00Z,-300,1579569060000,1.059094,1.164291,30.733133,23,31,0,true
2020-01-21T01:12:00Z,-300,1579569120000,0.999536,1.164060,30.696850,0,0,0,true
2020-01-21T01:13:00Z,-300,1579569180000,1.012439,1.164867,30.733567,11,42,0,true
2020-01-21T01:14:00Z,-300,1579569240000,1.011096,1.164485,30.742367,13,47,0,true
2020-01-21T01:15:00Z,-300,1579569300000,0.972924,1.164418,30.719500,0,0,0,true
2020-01-21T01:16:00Z,-300,1579569360000,1.043287,1.143140,30.549917,0,0,0,true
2020-01-21T01:17:00Z,-300,1579569420000,1.012488,1.137803,30.421883,0,0,0,true
2020-01-21T01:18:00Z,-300,1579569480000,0.972060,1.148130,30.478450,0,0,0,true
2020-01-21T01:19:00Z,-300,1579569540000,0.969336,1.152874,30.519917,0,0,0,true
2020-01-21T01:20:00Z,-300,1579569600000,0.966830,1.157243,30.515900,0,0,0,true
2020-01-21T01:21:00Z,-300,1579569660000,1.037850,1.156724,30.461367,0,0,0,true
2020-01-21T01:22:00Z,-300,1579569720000,1.041366,1.148648,30.358817,0,0,0,true
2020-01-21T01:23:00Z,-300,1579569780000,1.049744,1.154181,30.365400,31,41,0,true
2020-01-21T01:24:00Z,-300,1579569840000,1.034856,1.156494,30.379433,41,55,0,true
2020-01-21T01:25:00Z,-300,1579569900000,1.018325,1.161916,30.410917,14,44,0,true
2020-01-21T01:26:00Z,-300,1579569960000,1.019628,1.164562,30.434966,13,44,0,true
2020-01-21T01:27:00Z,-300,1579570020000,1.028434,1.165313,30.405361,14,41,0,true
2020-01-21T01:28:00Z,-300,1579570080000,1.071625,1.167538,30.481550,19,41,0,true
2020-01-21T01:29:00Z,-300,1579570140000,1.054010,1.165023,30.486767,0,0,0,true
2020-01-21T01:30:00Z,-300,1579570200000,1.054453,1.162285,30.405150,0,0,0,true
2020-01-21T01:31:00Z,-300,1579570260000,1.054096,1.162760,30.347300,0,0,0,true
2020-01-21T01:32:00Z,-300,1579570320000,1.051710,1.160436,30.287150,0,0,0,true
