Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-19T23:58:00Z,-360,1579478280000,0.900365,0.078084,30.865500,0,0,0,true
2020-01-19T23:59:00Z,-360,1579478340000,0.902859,0.078098,30.784483,0,0,0,true
2020-01-20T00:00:00Z,-360,1579478400000,0.901637,0.076725,30.722550,0,0,0,true
2020-01-20T00:01:00Z,-360,1579478460000,0.900814,0.075090,30.648900,0,0,0,true
2020-01-20T00:02:00Z,-360,1579478520000,0.901695,0.077136,30.596500,0,0,0,true
2020-01-20T00:03:00Z,-360,1579478580000,0.935517,0.082162,30.627700,0,0,0,true
2020-01-20T00:04:00Z,-360,1579478640000,0.923118,0.078864,30.638100,0,0,0,true
2020-01-20T00:05:00Z,-360,1579478700000,0.942104,0.082740,30.672667,0,0,0,true
2020-01-20T00:06:00Z,-360,1579478760000,0.921644,0.082227,30.730983,0,0,0,true
2020-01-20T00:07:00Z,-360,1579478820000,0.911273,0.080383,30.768667,0,0,0,true
2020-01-20T00:08:00Z,-360,1579478880000,0.899137,0.075036,30.706617,0,0,0,true
2020-01-20T00:09:00Z,-360,1579478940000,0.907847,0.080332,30.730050,0,0,0,true
2020-01-20T00:10:00Z,-360,1579479000000,0.903073,0.081843,30.740633,0,0,0,true
2020-01-20T00:11:00Z,-360,1579479060000,0.910479,0.078621,30.727550,0,0,0,true
2020-01-20T00:12:00Z,-360,1579479120000,0.906897,0.079061,30.755650,0,0,0,true
2020-01-20T00:13:00Z,-360,1579479180000,0.959346,0.081554,30.743233,0,0,0,true
2020-01-20T00:14:00Z,-360,1579479240000,0.965662,0.085858,30.751717,0,0,0,true
2020-01-20T00:15:00Z,-360,1579479300000,0.960087,0.088937,30.820600,0,0,0,true
2020-01-20T00:16:00Z,-360,1579479360000,0.946426,0.089448,30.907217,0,0,0,true
2020-01-20T00:17:00Z,-360,1579479420000,0.949669,0.089406,30.999067,0,0,0,true
2020-01-20T00:18:00Z,-360,1579479480000,0.911857,0.086816,31.072800,0,0,0,true
2020-01-20T00:19:00Z,-360,1579479540000,0.911251,0.087314,31.042467,0,0,0,true
2020-01-20T00:20:00Z,-360,1579479600000,0.905337,0.084182,30.965433,0,0,0,true
2020-01-20T00:21:00Z,-360,1579479660000,0.903636,0.086424,30.903167,0,0,0,true
2020-01-20T00:22:00Z,-360,1579479720000,0.902469,0.089295,30.860169,0,0,0,true
2020-01-20T00:23:00Z,-360,1579479780000,0.901476,0.089119,30.807450,0,0,0,true
2020-01-20T00:24:00Z,-360,1579479840000,0.901801,0.089750,30.739271,0,0,0,true
2020-01-20T00:25:00Z,-360,1579479900000,0.904208,0.090470,30.669600,0,0,0,true
2020-01-20T00:26:00Z,-360,1579479960000,0.916278,0.081802,30.557117,0,0,0,true
2020-01-20T00:27:00Z,-360,1579480020000,0.919124,0.085758,30.517217,0,0,0,true
2020-01-20T00:28:00Z,-360,1579480080000,0.916998,0.089372,30.565900,0,0,0,true
2020-01-20T00:29:00Z,-360,1579480140000,0.916995,0.092920,30.640333,0,0,0,true
2020-01-20T00:30:00Z,-360,1579480200000,0.933863,0.088974,30.620767,0,0,0,true
2020-01-20T00:31:00Z,-360,1579480260000,0.936504,0.087241,30.625117,0,0,0,true
2020-01-20T00:32:00Z,-360,1579480320000,0.940955,0.089909,30.674067,0,0,0,true
2020-01-20T00:33:00Z,-360,1579480380000,0.939638,0.092588,30.744267,0,0,0,true
2020-01-20T00:34:00Z,-360,1579480440000,0.938946,0.093958,30.823717,0,0,0,true
2020-01-20T00:35:00Z,-360,1579480500000,0.946171,0.095588,30.916433,0,0,0,true
2020-01-20T00:36:00Z,-360,1579480560000,0.945753,0.094419,31.002600,0,0,0,true
2020-01-20T00:37:00Z,-360,1579480620000,0.942584,0.096874,31.078433,0,0,0,true
2020-01-20T00:38:00Z,-360,1579480680000,0.943185,0.097464,31.117017,0,0,0,true
2020-01-20T00:39:00Z,-360,1579480740000,0.943384,0.099482,31.156067,0,0,0,true
2020-01-20T00:40:00Z,-360,1579480800000,0.946039,0.102082,31.210300,0,0,0,true
2020-01-20T00:41:00Z,-360,1579480860000,0.950200,0.101692,31.281433,0,0,0,true
2020-01-20T00:42:00Z,-360,1579480920000,0.944096,0.102841,31.343433,0,0,0,true
2020-01-20T00:43:00Z,-360,1579480980000,0.946628,0.105098,31.379433,0,0,0,true
2020-01-20T00:44:00Z,-360,1579481040000,0.950633,0.107811,31.405433,0,0,0,true
2020-01-20T00:45:00Z,-360,1579481100000,0.998192,0.108108,31.441350,0,0,0,true
2020-01-20T00:46:00Z,-360,1579481160000,1.005219,0.109539,31.385017,0,0,0,true
2020-01-20T00:47:00Z,-360,1579481220000,0.952530,0.100470,31.150800,0,0,0,true
2020-01-20T00:48:00Z,-360,1579481280000,0.940259,0.091582,30.894967,0,0,0,true
2020-01-20T00:49:00Z,-360,1579481340000,1.074261,0.096670,30.755283,0,0,0,true
2020-01-20T00:50:00Z,-360,1579481400000,0.967429,0.121572,30.635300,0,0,0,true
2020-01-20T00:51:00Z,-360,1579481460000,0.954390,0.096354,30.445550,0,0,0,true
2020-01-20T00:52:00Z,-360,1579481520000,1.035289,0.101042,30.348533,25,19,0,true
2020-01-20T00:53:00Z,-360,1579481580000,0.999800,0.102567,30.339400,21,65,0,true
2020-01-20T00:54:00Z,-360,1579481640000,0.965384,0.085535,30.237867,0,0,0,true
2020-01-20T00:55:00Z,-360,1579481700000,0.963928,0.081951,30.123467,0,0,0,true
2020-01-20T00:56:00Z,-360,1579481760000,0.962445,0.083735,30.050583,0,0,0,true
2020-01-20T00:57:00Z,-360,1579481820000,0.962446,0.082099,29.994033,0,0,0,true
2020-01-20T00:58:00Z,-360,1579481880000,0.957697,0.082210,29.954100,0,0,0,true
2020-01-20T00:59:00Z,-360,1579481940000,0.960511,0.081905,29.931150,0,0,0,true
2020-01-20T01:00:00Z,-360,1579482000000,1.028796,0.090521,29.962550,50,46,0,true
2020-01-20T01:01:00Z,-360,1579482060000,0.976742,0.076179,29.940417,0,0,0,true
2020-01-20T01:02:00Z,-360,1579482120000,1.022511,0.072689,29.844150,0,0,0,true
2020-01-20T01:03:00Z,-360,1579482180000,0.947474,0.099446,29.896183,0,0,0,false
2020-01-20T01:04:00Z,-360,1579482240000,0.916043,0.114511,30.134883,0,0,0,true
2020-01-20T01:05:00Z,-360,1579482300000,0.948100,0.112265,30.290283,0,0,0,true
2020-01-20T01:06:00Z,-360,1579482360000,0.951629,0.112248,30.368983,0,0,0,true
2020-01-20T01:07:00Z,-360,1579482420000,0.944371,0.116698,30.447583,0,0,0,true
2020-01-20T01:08:00Z,-360,1579482480000,0.955493,0.117099,30.489167,0,0,0,true
2020-01-20T01:09:00Z,-360,1579482540000,0.989602,0.117140,30.576450,0,0,0,true
2020-01-20T01:10:00Z,-360,1579482600000,0.944860,0.117018,30.592717,0,0,0,true
2020-01-20T01:11:00Z,-360,1579482660000,0.936164,0.116439,30.512017,0,0,0,true
2020-01-20T01:12:00Z,-360,1579482720000,0.935430,0.117693,30.490500,0,0,0,true
2020-01-20T01:13:00Z,-360,1579482780000,0.931203,0.117713,30.524383,0,0,0,true
2020-01-20T01:14:00Z,-360,1579482840000,0.931139,0.117530,30.576483,0,0,0,true
2020-01-20T01:15:00Z,-360,1579482900000,0.931709,0.120164,30.627300,0,0,0,true
2020-01-20T01:16:00Z,-360,1579482960000,0.909851,0.123559,30.672717,0,0,0,true
2020-01-20T01:17:00Z,-360,1579483020000,0.912398,0.120064,30.661667,0,0,0,true
2020-01-20T01:18:00Z,-360,1579483080000,0.914100,0.121210,30.605167,0,0,0,true
2020-01-20T01:19:00Z,-360,1579483140000,0.907279,0.122763,30.568933,0,0,0,true
2020-01-20T01:20:00Z,-360,1579483200000,0.911027,0.123344,30.540900,0,0,0,true
