Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-18T02:28:00Z,-360,1579314480000,0.984100,0.065490,26.898000,0,0,0,false
2020-01-18T02:29:00Z,-360,1579314540000,1.013934,0.069678,28.068138,48,32,0,false
2020-01-18T02:30:00Z,-360,1579314600000,0.928966,0.070971,28.546400,0,0,0,true
2020-01-18T02:31:00Z,-360,1579314660000,0.964841,0.070960,28.719237,0,0,0,true
2020-01-18T02:32:00Z,-360,1579314720000,0.990754,0.072677,28.971590,0,0,0,true
2020-01-18T02:33:00Z,-360,1579314780000,0.934689,0.075843,29.178450,0,0,0,true
2020-01-18T02:34:00Z,-360,1579314840000,0.966466,0.076180,29.310350,0,0,0,true
2020-01-18T02:35:00Z,-360,1579314900000,0.952039,0.075597,29.365700,0,0,0,true
2020-01-18T02:36:00Z,-360,1579314960000,0.950707,0.077589,29.435450,0,0,0,true
2020-01-18T02:37:00Z,-360,1579315020000,0.968125,0.078643,29.521567,0,0,0,true
2020-01-18T02:38:00Z,-360,1579315080000,0.943276,0.078138,29.638650,0,0,0,true
2020-01-18T02:39:00Z,-360,1579315140000,1.006551,0.079837,29.821383,0,0,0,true
2020-01-18T02:40:00Z,-360,1579315200000,1.029693,0.084049,30.067367,0,0,0,true
2020-01-18T02:41:00Z,-360,1579315260000,1.010344,0.087977,30.280267,20,41,0,true
2020-01-18T02:42:00Z,-360,1579315320000,0.955317,0.085688,30.399433,0,0,0,true
2020-01-18T02:43:00Z,-360,1579315380000,0.950456,0.096186,30.455050,0,0,0,true
2020-01-18T02:44:00Z,-360,1579315440000,0.912851,0.101994,30.508767,0,0,0,true
2020-01-18T02:45:00Z,-360,1579315500000,0.943583,0.099797,30.512033,0,0,0,true
2020-01-18T02:46:00Z,-360,1579315560000,0.942244,0.097442,30.640233,0,0,0,true
2020-01-18T02:47:00Z,-360,1579315620000,0.990114,0.100776,30.653250,0,0,0,true
2020-01-18T02:48:00Z,-360,1579315680000,0.950967,0.112116,30.637733,0,0,0,true
2020-01-18T02:49:00Z,-360,1579315740000,0.914022,0.103124,30.619467,0,0,0,true
2020-01-18T02:50:00Z,-360,1579315800000,0.897362,0.106245,30.616000,0,0,0,true
2020-01-18T02:51:00Z,-360,1579315860000,0.888383,0.111657,30.637867,0,0,0,true
2020-01-18T02:52:00Z,-360,1579315920000,0.888703,0.114091,30.742467,0,0,0,true
2020-01-18T02:53:00Z,-360,1579315980000,0.886180,0.117736,30.821500,0,0,0,true
2020-01-18T02:54:00Z,-360,1579316040000,0.888278,0.122067,30.906283,0,0,0,true
2020-01-18T02:55:00Z,-360,1579316100000,0.886468,0.127909,31.019583,0,0,0,true
2020-01-18T02:56:00Z,-360,1579316160000,0.889385,0.132235,31.111817,0,0,0,true
2020-01-18T02:57:00Z,-360,1579316220000,0.927352,0.129344,31.145067,0,0,0,true
2020-01-18T02:58:00Z,-360,1579316280000,0.933759,0.135204,31.159167,0,0,0,true
2020-01-18T02:59:00Z,-360,1579316340000,0.910863,0.179443,31.163683,0,0,0,true
2020-01-18T03:00:00Z,-360,1579316400000,0.917294,0.140467,31.150650,0,0,0,true
2020-01-18T03:01:00Z,-360,1579316460000,0.911181,0.174932,31.154767,0,0,0,true
2020-01-18T03:02:00Z,-360,1579316520000,0.902228,0.154949,31.125683,0,0,0,true
2020-01-18T03:03:00Z,-360,1579316580000,0.896556,0.140882,31.073233,0,0,0,true
2020-01-18T03:04:00Z,-360,1579316640000,0.895247,0.132671,31.051567,0,0,0,true
2020-01-18T03:05:00Z,-360,1579316700000,0.894875,0.129058,30.994183,0,0,0,true
2020-01-18T03:06:00Z,-360,1579316760000,0.897437,0.128228,30.945183,0,0,0,true
2020-01-18T03:07:00Z,-360,1579316820000,0.888980,0.138841,30.953700,0,0,0,true
2020-01-18T03:08:00Z,-360,1579316880000,0.884510,0.138221,30.962567,0,0,0,true
2020-01-18T03:09:00Z,-360,1579316940000,0.891139,0.160463,30.995483,0,0,0,true
2020-01-18T03:10:00Z,-360,1579317000000,0.909597,0.135983,31.034233,0,0,0,true
2020-01-18T03:11:00Z,-360,1579317060000,0.896124,0.150496,31.035967,0,0,0,true
2020-01-18T03:12:00Z,-360,1579317120000,0.890794,0.135363,31.032933,0,0,0,true
2020-01-18T03:13:00Z,-360,1579317180000,0.901172,0.145551,31.027700,0,0,0,true
2020-01-18T03:14:00Z,-360,1579317240000,0.899023,0.140228,31.064567,0,0,0,true
2020-01-18T03:15:00Z,-360,1579317300000,0.903099,0.136980,31.115283,0,0,0,true
2020-01-18T03:16:00Z,-360,1579317360000,0.892664,0.138144,31.202933,0,0,0,true
2020-01-18T03:17:00Z,-360,1579317420000,0.898265,0.146170,31.470983,0,0,0,true
2020-01-18T03:18:00Z,-360,1579317480000,0.889490,0.135884,31.236233,0,0,0,true
2020-01-18T03:19:00Z,-360,1579317540000,0.912769,0.219022,31.145617,0,0,0,true
2020-01-18T03:20:00Z,-360,1579317600000,0.923206,0.144514,31.117000,0,0,0,true
2020-01-18T03:21:00Z,-360,1579317660000,0.921572,0.131861,31.133667,0,0,0,true
2020-01-18T03:22:00Z,-360,1579317720000,0.933773,0.137704,31.235000,0,0,0,true
2020-01-18T03:23:00Z,-360,1579317780000,0.917596,0.137023,31.308283,0,0,0,true
2020-01-18T03:24:00Z,-360,1579317840000,0.993547,0.242885,31.393300,14,24,0,true
2020-01-18T03:25:00Z,-360,1579317900000,1.035606,0.252468,31.440450,0,0,0,true
2020-01-18T03:26:00Z,-360,1579317960000,0.984151,0.267648,31.446300,0,0,0,true
2020-01-18T03:27:00Z,-360,1579318020000,0.889994,0.205752,31.360983,0,0,0,true
2020-01-18T03:28:00Z,-360,1579318080000,0.888526,0.170692,31.245833,0,0,0,true
2020-01-18T03:29:00Z,-360,1579318140000,0.899312,0.201898,31.144533,0,0,0,true
2020-01-18T03:30:00Z,-360,1579318200000,0.908620,0.222209,31.094033,0,0,0,true
2020-01-18T03:31:00Z,-360,1579318260000,0.919132,0.214350,31.036383,0,0,0,true
2020-01-18T03:32:00Z,-360,1579318320000,0.915807,0.214347,30.969933,0,0,0,true
2020-01-18T03:33:00Z,-360,1579318380000,0.911984,0.232938,30.922217,0,0,0,true
2020-01-18T03:34:00Z,-360,1579318440000,0.911361,0.233817,30.887700,0,0,0,true
2020-01-18T03:35:00Z,-360,1579318500000,0.917899,0.225459,30.860067,0,0,0,true
2020-01-18T03:36:00Z,-360,1579318560000,0.909648,0.224768,30.879200,0,0,0,true
2020-01-18T03:37:00Z,-360,1579318620000,0.901983,0.236562,30.832083,0,0,0,true
2020-01-18T03:38:00Z,-360,1579318680000,0.898819,0.229381,30.757917,0,0,0,true
2020-01-18T03:39:00Z,-360,1579318740000,0.899289,0.231045,30.711150,0,0,0,true
2020-01-18T03:40:00Z,-360,1579318800000,0.920790,0.215644,30.739417,0,0,0,true
2020-01-18T03:41:00Z,-360,1579318860000,0.910365,0.216210,30.902467,0,0,0,true
2020-01-18T03:42:00Z,-360,1579318920000,0.899116,0.226532,30.922700,0,0,0,true
2020-01-18T03:43:00Z,-360,1579318980000,0.908294,0.216356,30.934500,0,0,0,true
2020-01-18T03:44:00Z,-360,1579319040000,0.895762,0.227147,30.926300,0,0,0,true
2020-01-18T03:45:00Z,-360,1579319100000,0.899161,0.230623,30.853967,0,0,0,true
2020-01-18T03:46:00Z,-360,1579319160000,0.907801,0.229052,30.794083,0,0,0,true
2020-01-18T03:47:00Z,-360,1579319220000,0.910670,0.231149,30.739400,0,0,0,true
2020-01-18T03:48:00Z,-360,1579319280000,0.896840,0.216748,30.729333,0,0,0,true
2020-01-18T03:49:00Z,-360,1579319340000,0.902856,0.173852,30.776433,0,0,0,true
2020-01-18T03:50:00Z,-360,1579319400000,0.905702,0.170010,30.985183,0,0,0,true
2020-01-18T03:51:00Z,-360,1579319460000,0.940105,0.168476,31.203583,0,0,0,true
2020-01-18T03:52:00Z,-360,1579319520000,0.970564,0.179998,31.403550,16,26,0,true
2020-01-18T03:53:00Z,-360,1579319580000,0.986856,0.184675,31.434350,0,0,0,true
2020-01-18T03:54:00Z,-360,1579319640000,0.952755,0.187556,31.428400,0,0,0,true
2020-01-18T03:55:00Z,-360,1579319700000,0.952992,0.185879,31.407617,0,0,0,true
2020-01-18T03:56:00Z,-360,1579319760000,0.926570,0.184354,31.341217,0,0,0,true
2020-01-18T03:57:00Z,-360,1579319820000,0.923237,0.180039,31.282717,0,0,0,true
2020-01-18T03:58:00Z,-360,1579319880000,0.910888,0.179531,31.201633,0,0,0,true
